company_name,founded_year,company_hq_location,sector,company_description,founders,investor,amount_usd,funding_round,funding_month,funding_year
Glamplus,2020.0,Bengaluru,Computer Software,"Glamplus is a SAAS platform in the beauty and wellness space to digitize $200bn economy of Salons, Spas and Gyms in India and the South-East Asia market. We are spread across 15+ cities.",Divyanshu Singh,Blume Ventures,700000.0,Unknown,1,2022
Refyne,2020.0,Bengaluru,Financial Services,Refyne partners with organisations to extend on-demand Earned Wage Access (EWA) to their employees.,"Chitresh Sharma, Apoorv Kumar",Tiger Global,82000000.0,Series B,1,2022
Lendingkart,2014.0,Ahmedabad,Financial Services,Lendingkart Group aims to make working capital finance available at the fingertips of entrepreneurs,"Harshvardhan Lunia, Mukul Sachan",BlueOrchard Finance,5900000.0,Unknown,1,2022
Muvin,2020.0,Bengaluru,Financial Services,Muvin aims to enable youth to get accustomed to banking from an early age.,"Vineet Gupta, Mukund Rao",WaterBridge Ventures,3000000.0,Pre-Series A,1,2022
Freadom,2008.0,Gurugram,E-Learning,"Freadom is India’s first comprehensive learning platform for children aged 3-12 to strengthen their English reading, speaking and conversation skills.",Nikhil Saraf,"Tiger Shroff, Ashneer Grover",2500000.0,Unknown,1,2022
Traya,2019.0,Mumbai,"Health, Wellness & Fitness",Traya provides doctor prescribed treatment plans that help manage hair loss upto stage 4.,"Saloni Anand, Altaf Saiyed",Fireside Ventures,2200000.0,Pre-Series A,1,2022
Praan,2017.0,Mumbai,Renewables & Environment,Praan is a venture-backed deep tech start-up using breakthrough patent-pending technology for filter-less capture of particulates and carbon dioxide from ambient air.,Angad Daryani,"Better Capital, Paradigm Shift Capital, Avaana Capital",1500000.0,Unknown,1,2022
Pepul,2020.0,Chennai,Computer Software,"Pepul is a new age Interest-based Social Networking platform from India, where people share their beautiful life stories & skills on their interests.",Suresh Kumar,"Hourglass Venture Partners, Girish Mathrubootham, Vijay Shekhar Sharma",1300000.0,Seed,1,2022
Kaleidofin,2017.0,Chennai,Financial Services,Kaleidofin is a fintech platform that propels under-banked customers towards meeting their real life goals by providing intuitive and tailored financial solutions,"Puneet Gupta, Sucharita Mukherjee",Michael & Susan Dell Foundation,10000000.0,Series B,1,2022
LEAD School,2012.0,Mumbai,Edtech,LEAD is one of the fastest-growing School Ed-tech companies of India.,"Sumeet Yashpal Mehta, Smita Deorah",WestBridge Capital,100000000.0,Unknown,1,2022
Turnip,2020.0,Bengaluru,Online Media,Turnip : Home of the mobile gaming community and gaming content creators.,"Aditya Sharma, Pooja Dubey","Greenoaks, Elevation Capital",12000000.0,Series A,1,2022
Rooter,2016.0,New Delhi,Mobile Games,Rooter is India’s Leading Game Streaming Platform.,"Piyush Kumar, Dipesh Agarwal","Lightbox, March Gaming, Duane Park",25000000.0,Series A,1,2022
ORAI Robotics,2019.0,Bengaluru,Information Technology & Services,AI-Powered Robotic Virtual Assistant (RVA) for Amplifying Performance of Poor quality leads and bring more MQL and SQL,"Swapnil Jain, Sujit Das Biswas",Inflection Point Ventures,800000.0,Pre-Series A,1,2022
EVage,2014.0,Chandigarh,Automotive,"EVage is India's leading all-electric, purpose-built commercial vehicle OEM and has fused automobile designing with the ingenuity of aerospace engineering to reimagine and transform the mobility industry.",Inderveer Singh,RedBlue Capital,28000000.0,Seed,1,2022
Chingari,2018.0,Bengaluru,Entertainment,A unique and fun short video app where you can create interesting videos and share them with the world.,"Sumit Ghosh, Biswatma Nayak, Aditya Kothari, Deepak Salvi","Republic Capital, Onmobile, JPIN Venture Catalysts",15000000.0,Series A,1,2022
Your-Space,2016.0,New Delhi,Hospitality,Your space is an eco-system that serves as a safe residence for students.,"Nidhi Kumra, Shubha Lal, Karan Kaushish","Shantanu Rastogi, AJAX Capital, Holy Basil Consultancy Private Ltd",10000000.0,Series A,1,2022
ZingHR,2014.0,Mumbai,Information Technology & Services,"Fully-integrated Global HRMS HRTech platform to deliver outcomes for future ready enterprises, CXOs & leaders globally.",Prasad Rajappan,Tata Capital Growth Fund II,10000000.0,Unknown,1,2022
HEAPS,2021.0,Bengaluru,"Health, Wellness & Fitness",HEAPS is a health tech platform and Software as a Service (SaaS) provider,Dr Suman Katragadda,NVS Wealth Managers,550000000.0,Series A,1,2022
nCORE Games,2018.0,Bengaluru,Computer Games,India's leading mobile game publishers,"Ganesh Hande, Arindam Mitra, Vishal Gondal","Amitabh Singhal, Sandeep Nailwal",10000000.0,Series A,1,2022
CarzSo India,2019.0,Gurugram,Automotive,"Offer a virtual reality of cars inside & out, helping check out the features online from the comfort of home",Vaibhav Sharma,Mytash,700000.0,Unknown,1,2022
Edustoke,2016.0,Bengaluru,Edtech,"Edustoke is India's Largest School Discovery, Selection & Reviews Platform.","Pawas Tyagi, Rohit Malik",Indus Initiatives,400000.0,Seed,1,2022
NewsReach,2018.0,Mumbai,Online Media,NewsReach is a Mumbai based company that wants to create a disruptive ecosystem of original and local news content.,"Darshan Shah, Soniya Kundnani","JITO Angel Network, Sharan Aggarwal",undisclosed,Unknown,1,2022
Cloud Tailor,2020.0,Hyderabad,Apparel & Fashion,World's Local Cloud Boutique mobile app - Exclusively for Ladieswear.,"Susmitha, Rudra Lakkakula","35North Ventures, Mergerdomo",1000000.0,Pre-Series A,1,2022
Arya.Ag,2013.0,Noida,Agritech,World's Local Cloud Boutique mobile app - Exclusively for Ladieswear.,"Chattanathan Devarajan, Prasanna Rao, Chandra","Asia Impact SA, Lightrock India, Quona Capital",60000000.0,Series C,1,2022
Epigeneres Biotech,2008.0,Mumbai,Biotechnology,"Epigeneres is a leading biotechnology company that discovers, develops, manufactures and commercializes molecular medicines and nutrigenomic formulations",Ashish Tripathi,"LetsVenture Angel Fund, Moez Daya",60000000.0,Series B,1,2022
INDmoney,2019.0,Gurugram,Financial Services,INDmoney is a Super Money App that brings all family's finances to one place.,Ashish Kashyap,"Steadview Capital, Tiger Global, Dragoneer Investment Group",75000000.0,Series D,1,2022
Addverb Technologies,2016.0,Noida,Industrial Automation,Addverb is a global robotics company based out of India.,"Sangeet Kumar, Prateek Jain, Bir Singh, Satish Kumar Shukla, Amit Kumar",Reliance,132000000.0,Unknown,1,2022
Qarmatek,2011.0,Ahmedabad,Telecommunications,A credible after-sales service partner with customized & predictive solutions for electronic gadgets & appliance brands.,"Arun Hattangadi, Krunal Shah","Gujarat Venture Finance Limited, Caspian Debt",3000000.0,Unknown,1,2022
AppX,2020.0,New Delhi,Software,Enables creators to run their online businesses from their own storefront,"Sameer Sadana, Anuj Gupta",Y Combinator,1300000.0,Unknown,1,2022
MyCaptain,2013.0,Bengaluru,Edtech,MyCaptain is an ed-tech startup that enables every human to pursue a career they love.,"Mohammed Zeeshan, Sameer Ramesh, Ruhan Naqash",Ankur Capital,3000000.0,Pre-Series A,1,2022
Mivi,2016.0,Hyderabad,Electronics,Mivi is an electronic accessories startup founded by two engineers with the goal of making Quality Affordable,"Viswanadh Kandula, Midhula",N+1 Capital,undisclosed,Unknown,1,2022
HUVIAiR,2016.0,Bengaluru,Computer Software,Huviair is a construction technology company that helps business' to enhance on-site productivity and reduce progress monitoring time while cutting down on overall project costs.,"Vikshut Mundkur, Arjun P Janananda",Chiratae Ventures,3200000.0,Series A,1,2022
Aerostrovilos Energy,2017.0,Chennai,Machinery,Aerostrovilos is an IIT Madras-based startup company that manufactures micro gas turbines which can electrify heavy-duty long haul trucks,"Rohit Grover, Pradeep Thangappan","Tube Investment of India, Murugappa Group Company",400000.0,Seed,1,2022
Scripbox,2012.0,Bengaluru,Financial Services,Scripbox is India's leading digital wealth management service.,"Ashok Kumar, Sanjiv Singhal","Accel Partners, Transpose Platform, the Sparkle Fund",21000000.0,Series D,1,2022
Pluckk,2017.0,Mumbai,Food & Beverages,Fresh produce food-tech venture,Pratik Gupta,Exponentia Ventures,5000000.0,Seed,1,2022
Dogsee Chew,2015.0,Bengaluru,Food & Beverages,100% Natural Dog Treats.,"Bhupendra Khanal, Sneh Sharma","Mankind Pharma, Sixth Sense Ventures",6700000.0,Series A,1,2022
Lummo,2019.0,Bengaluru,Entreprenurship,Empower SEA entrepreneurs to grow their business by providing them with the best technology & partner solutions,"Krishnan, Lorenzo Peracchione","Tiger Global, Sequoia Capital India",80000000.0,Series C,1,2022
Threedots,2021.0,Bengaluru,Financial Services,A community investing platform,"Prakhar Bhardwaj, Rishu Garg, Akul Agarwal",Kalaari Capital,4000000.0,Seed,1,2022
MatchLog,2019.0,Mumbai,Logistics & Supply Chain,First Multi-Modal Marketplace with Power of Triangulation and Cargo network to DELIVER ZERO WASTAGE,Dhruv Taneja,"Blue Ashva Capital, Rainmatter Climate, Capital-A",3000000.0,Unknown,1,2022
NowPurchase,2017.0,Kolkata,B2B Marketplace,Production driven procurement for India's 140B$ Metal Manufacturing Industry,Naman Shah,"Orios, InfoEdge Ventures",2400000.0,Seed,1,2022
Sahicoin,2021.0,Gurugram,Financial Services,"Sahicoin aims to empower the next billion crypto enthusiasts to make faster and better investing decisions, by providing simple and actionable information from a global community of trusted friends and experts.","Ankush Rajput, Amit Nayak, Melbin Thomas","Alameda Ventures, Better Capital Ventures",1750000.0,Seed,1,2022
Finsall,2019.0,Bengaluru,Financial Services,Finsall is an end-to-end technology process for insurance premium financing and has built a multi-lender platform for banks and NBFCs.,"Prabal Khanna, Tim Mathews",Unicorn India Ventures,1000000.0,Pre-Series A,1,2022
GameEon Studio,2013.0,Mumbai,Computer Games,"GameEon is based in the sleepless city of Mumbai, India and deals mainly in game development.",Nikhil Malankar,"Mrunal Jhaveri, Ajay Upadhyaya",200000.0,Unknown,1,2022
Trainn,2020.0,Chennai,Computer Software,Trainn helps SaaS companies accelerate product adoption with product training videos and academies.,"Vivekanandhan Natarajan, Sumana Abirami Ammaiyappan",Speciale Invest,700000.0,Seed,1,2022
Diginoor,2021.0,Chennai,Information Technology & Services,A first of its kind NFT marketplace for the most exclusive and officially licensed Indian cinema collectibles.,"Shaamil Karim, Yash Rathod","Contrary Capital, Polygon Fund",1000000.0,Seed,1,2022
Pi Ventures,2016.0,Bengaluru,Venture Capital & Private Equity,Pioneering deep-tech investments in India!,Manish,"Binny Bansal, Varun Alagh",40000000.0,Unknown,1,2022
SaaS Labs,2016.0,Noida,Saas,"Building high impact communication, workflow and productivity tools for sales and support teams throughout the globe.",Gaurav Sharma,Sequoia Capital,42000000.0,Series B,1,2022
StockGro,2020.0,Bengaluru,Financial Services,Making Investment Social- India's First Social Trading Platform,Ajay Lakhotia,"BITKRAFT Ventures, General Catalyst, Itai Tsiddon",32000000.0,Series A,1,2022
GIVA,2019.0,Bengaluru,Luxury Goods & Jewelry,"GIVA is an online first silver jewellery store aiming with a vision to provide authentic, elegant, and affordable jewellery.","Ishendra Agarwal, Nikita Prasad, Sachin Shetty","Sixth Sense Ventures, A91 Partners",10000000.0,Series A,1,2022
toothsi,2018.0,Mumbai,"Health, Wellness & Fitness",Toothsi offers at-home smile makeover service.,"Dr Arpi Mehta, Dr Pravin Shetty, Dr Manjul Jain, Dr Anirudh Kale",Stride Ventures,9000000.0,Unknown,1,2022
Zuper,2016.0,Chennai,Information Technology & Services,"Zuper is an Enterprise mobility platform enabling organizations to manage, modernize and transform field and remote workforce.","Karthik V, Vijay Narasiman","Sequoia Capital India, Prime Venture Partners",13000000.0,Series A,1,2022
CellStrat,2018.0,Bengaluru,Computer Software,CellStrat is an AI Product and R&D firm serving global AI customers via an innovative AI SAAS platform!,"Vivek, Vishal Singhal",,140000.0,Unknown,1,2022
StanPlus,2016.0,Hyderabad,Hospital & Health Care,"Provide hospitals and enterprises with tech solutions that augment their existing medical response systems to respond faster, and offer the patients better experience throughout the emergency value chain.","Prabhdeep Singh, Antoine Poirson, Jose Leon","HealthQuad, Kalaari Capital, HealthX Capital",20000000.0,Series A,1,2022
Swiggy,2014.0,Bengaluru,Foodtech,Swiggy is India’s leading on-demand delivery platform with a tech-first approach to logistics and a solution-first approach to consumer demands.,"Sriharsha Majety, Rahul Bothra, Dale Vaz",Invesco,700000000.0,Unknown,1,2022
Ola Electric,2017.0,Bengaluru,Automotive,Charging ahead to accelerate the world’s transition to sustainable mobility.,Bhavish Aggarwal,"Tekne Private Ventures, Alpine Opportunity Fund, Edelweiss",200000000.0,Unknown,1,2022
Hospals,2018.0,New Delhi,Hospital & Health Care,"Hospals is ‘The most trust able’ medical travel company in India, connecting patients and doctors around the world, with the best hospitals and surgeons in India.","Danish Ahmed, Obaidullah, Suneel Kapur","Inflection Point Ventures, 9Unicorns, Singapore-based Wavemaker",3500000.0,Pre-Series A,1,2022
HYPD,2020.0,New Delhi,E-Commerce,"Hypd is a creator-driven marketplace, aimed at bridging the gap between getting excited and buying.","Ashwarya Garg, Akshay Bhatnagar","Better Capital, Sauce VC, Bhuvan Bam",1500000.0,Seed,1,2022
Oben Electric,2020.0,Bengaluru,Automotive,Oben EV is an electric vehicle company developing new electric 2-wheelers in-house with indigenously developed components to deliver high quality products for the Indian market,"Madhumita Agarwal, Dinkar Agarwal","Krishna Bhupal, Shajikumar Devakar",1000000.0,Seed,1,2022
SustainKart,2021.0,Hyderabad,E-Commerce,India’s largest ecommerce marketplace exclusively for sustainable products.,"Shilpa Reddy, Kanthi Dutt",India Accelerator,500000.0,Pre-Seed,1,2022
Super Scholar,2019.0,Mumbai,Education Management,A mission to give every Indian access to the education they deserve.,"Rohan Lodha, Priyes Bamne","MAGIC Fund, 2am VC, Astir VC",400000.0,Unknown,1,2022
NowPurchase,2017.0,Kolkata,Metal Manufacturing,NowPurchase is currently focused on the 19B$ foundry and castings industry.,"Naman Shah, Aakash Shah","Orios, InfoEdge Ventures",2400000.0,Seed,1,2022
Darwinbox,2015.0,Bengaluru,Information Technology & Services,"A new-age, end to end HR Technology platform built for Enterprise.","Chaitanya Peddi, Jayant Paleti, Rohit Chennamaneni",Technology Crossover Ventures,72000000.0,Series D,1,2022
Flint,2021.0,Bengaluru,Financial Services,Crypto investment startup,"Akshit Bordia, Anshu Agrawal","Sequoia Capital India, GFC",5000000.0,Seed,1,2022
Vajro,2016.0,Chennai,Computer Software,Vajro is an Instant mobile app platform which builds exquisitely crafted native apps for your e-commerce store!,"Niwin Santhosh, Raghuraman Ramamurthy",Five Elms Capital,8500000.0,Series A,1,2022
Raise Financial,2021.0,Mumbai,Financial Services,A better way to manage your money. Financing + Insurance + Investing + Payments + Wealth.,Pravin Jadhav,"BEENEXT, Mirae Asset Ventures",22000000.0,Series A,1,2022
